age,consumption,wealth,income,alpha
20,8.18072075310046,0.0,16.38328910307074,0.38732893349790404
21,12.7901007487891,8.483671574400164,17.525554884591617,0.322876896732646
22,15.42776646315906,13.648903482006403,18.594366495859262,0.3136561416258131
23,17.280576462189668,17.363757286499894,19.782914986552374,0.3225598146514584
24,18.785382337279184,20.544583809584267,20.799290241592935,0.3352264657720284
25,20.138926440351263,23.325909339022164,21.847053036543894,0.3511264163221759
26,21.394682903741746,25.919340269802934,22.83727992213953,0.36593094967645484
27,22.6327360379924,28.351451204406203,24.022655542013382,0.38086801132585624
28,23.78415002861907,30.808352459924006,24.92682766061176,0.4004039337778856
29,24.92282715679502,33.16641005463949,25.96919711643583,0.41566431969622253
30,25.97064516369173,35.495796085532454,26.828482972533966,0.43068965670408177
31,26.940368156878232,37.790308663332965,27.73571513055791,0.448036073960064
32,27.87754186227984,40.127639029470515,28.537740772753853,0.4638500931536084
33,28.746298762715345,42.50095258158928,29.185229280412184,0.476009278783546
34,29.553926630507707,44.7080549823463,30.00511599436474,0.503452612160007
35,30.305625913368218,47.07806175386186,30.549161043123924,0.5241572753291881
36,30.974663842801704,49.42056107630366,31.16890990470678,0.5465504301295505
37,31.6309401038831,51.85542319181593,31.822349425292185,0.563664258543521
38,32.19066645032617,54.37016343610142,32.162740992561055,0.5854162059480563
39,32.62725286810677,56.91921971706184,32.37788303280527,0.6060232778201902
40,33.02368695947686,59.38778263087904,32.780863625464356,0.6219930154970825
41,33.390393643249375,61.93730530013568,33.072448982558804,0.644351028726727
42,33.69310139178753,64.72125143521951,33.34104566997769,0.6617662430238131
43,33.91719897973067,67.63573350758547,33.44808313054853,0.6841706124950232
44,34.11315877501506,70.37042202764,33.55973818611334,0.7074729499711396
45,34.24050298593314,73.34949159394078,33.58136030357696,0.7253568850268872
46,34.37793653651109,76.42759236340336,33.699931043239346,0.7456299557883862
47,34.464238393869174,79.75246036984517,33.82366330551547,0.7623905023969935
48,34.471395547582645,83.31952936576286,33.91941491976856,0.7744912093963405
49,34.47082921400854,87.21101004311747,33.88602290116094,0.7862958673040125
50,34.44862168635583,91.29591690589487,33.756440980615324,0.7950004826627882
51,34.43269430186636,95.32007572226404,33.718408789299616,0.8035853532946813
52,34.34558577513151,99.46134028152747,33.58427658852518,0.812777508821521
53,34.24371669454021,103.85197101294507,33.53646778786689,0.8154418020144903
54,34.07967508273674,108.52004501820262,33.324849097884204,0.8147643509960921
55,33.92280837964793,113.19071896447828,33.225551516518536,0.8128483840080817
56,33.79561833916863,118.2789699378281,33.321780412992105,0.8020591450907583
57,33.653082674203695,123.72951496887005,33.101173146704,0.7879151826738371
58,33.49313488395121,129.40637196090617,32.988973151281336,0.7692201409595553
59,33.362455122937625,135.27302016994014,32.857096766797284,0.748246203806851
60,33.203569718197414,141.31177210961607,32.61059770930739,0.7224092329622062
61,33.11271164081855,147.29962596029947,32.601753081762844,0.6927994150193886
62,33.014456645322845,153.58331329682193,32.75948440488237,0.6579574972524375
63,32.94780858623453,160.22457046969438,32.688080583923416,0.6168412064737276
64,32.93672677230364,167.13159673475627,32.80225035791847,0.5740262654025737
65,32.921127929324285,173.91648782980468,32.822875830920545,0.5308569407992647
66,32.87346974630068,180.7953657153428,21.573690815714105,0.531198760657274
67,32.81435407313616,176.18108733662535,21.573690815714105,0.5316324367554837
68,32.76081494835974,171.65986017890276,21.573690815714105,0.5306741706267538
69,32.69754783775586,166.98164670175532,21.573690815714105,0.5310125512833096
70,32.617070774432456,162.0355204285122,21.573690815714105,0.5290961931219643
71,32.52664530096543,156.96260718674932,21.573690815714105,0.5292594758945305
72,32.426491879661626,151.83339447004573,21.573690815714105,0.527492170517029
73,32.31835566639013,146.6614514894677,21.573690815714105,0.5263657261035033
74,32.21212750582758,141.59352322450667,21.573690815714105,0.5248413605584586
75,32.07625267010492,136.15999029267155,21.573690815714105,0.5231174200620239
76,31.927470437374826,130.65847771098854,21.573690815714105,0.5201588535030259
77,31.760394230066264,125.08281821904176,21.573690815714105,0.5154477968256646
78,31.58124315743556,119.46944809664022,21.573690815714105,0.5145322747122233
79,31.378918215606546,113.70756085591351,21.573690815714105,0.5085736274412919
80,31.17569314274607,108.15993392955279,21.573690815714105,0.5013896462204309
81,30.94123742927449,102.49024613993922,21.573690815714105,0.49652600306393907
82,30.680097306865996,96.77803588040562,21.573690815714105,0.4879378723191597
83,30.398705978582996,91.17534545473825,21.573690815714105,0.4793742171957803
84,30.08685330581073,85.49186463166797,21.573690815714105,0.46980166921132194
85,29.76029159727078,79.97233715290707,21.573690815714105,0.4603442170199023
86,29.41202447486383,74.51348499364765,21.573690815714105,0.4537511014222746
87,29.037552630445546,69.18060629874789,21.573690815714105,0.4488491307031212
88,28.64492259890856,64.08154810798187,21.573690815714105,0.43834414306508834
89,28.221892468995595,59.123346679966865,21.573690815714105,0.42918886887343816
90,27.792078023851325,54.44669942996623,21.573690815714105,0.4102173309146955
91,27.34981279710802,50.07456293057335,21.573690815714105,0.39682150944186895
92,26.891001039597857,45.94098120526368,21.573690815714105,0.38417565328956244
93,26.41437601810881,42.08004441903284,21.573690815714105,0.37385518923209077
94,25.949525088931924,38.5753397632144,21.573690815714105,0.3603279114246191
95,25.4839567277545,35.3988812355584,21.573690815714105,0.34602463577552467
96,25.039359254818752,32.58740304457416,21.573690815714105,0.3317310581105368
97,24.600643063125013,30.081039009409828,21.573690815714105,0.31735378375544043
98,24.20271324326812,27.941863915196183,21.573690815714105,0.30524617869615156
99,23.85122134182923,26.128751867944356,21.573690815714105,0.3130558088134256
100,46.190444163380846,24.61675334766674,21.573690815714105,0.0
