age,consumption,wealth,income,alpha
20,8.186870057300307,0.0,16.411627166717594,0.37993155072162016
21,12.720421032488872,8.509305197187235,17.465658258445476,0.3107310022810084
22,15.35747033470519,13.682997664530902,18.600180029864564,0.30371249071298023
23,17.20740824329447,17.476052120351117,19.712908850199298,0.3099210147978107
24,18.73997961516893,20.64287149481206,20.804392835588757,0.3304413433212597
25,20.114496340784463,23.48609819203806,21.892424119591414,0.34920036728222564
26,21.389136836003974,26.146138460745913,22.902068030100466,0.3620143466401123
27,22.59274743920299,28.660940872776386,23.940361099619064,0.38180488362444
28,23.742174522280713,31.09842624649265,24.930860674779016,0.39994253545887
29,24.817813331455003,33.51164043661356,25.800770521454055,0.415630005670355
30,25.854904942244886,35.80566185282962,26.739383615372315,0.4369540379854637
31,26.830782397942347,38.172716817374564,27.569488894402006,0.4529307911534596
32,27.759144002656647,40.465960050302755,28.37343896630995,0.47828987769775494
33,28.60552081411005,42.75615360522617,29.023181281904876,0.4991417312471234
34,29.403482169096424,45.0470842669916,29.743080465989888,0.5151742894035679
35,30.15133826520974,47.41029447449667,30.431229954505227,0.5336848419005399
36,30.84029376760822,49.82148923622916,31.014842591548312,0.5573525857230427
37,31.436087252339195,52.192571101897826,31.424007363149926,0.5777866560127837
38,31.975906386039146,54.64977479101328,31.85441167893106,0.5961404680047537
39,32.482573728619556,57.08736325062305,32.35458327822989,0.6165296174150778
40,32.90268805302658,59.58686691807352,32.65124166644637,0.6352385699754093
41,33.23407971752927,62.19343766549015,32.95590761098796,0.6600794712025343
42,33.542929983646246,64.97493165830576,33.16935680320353,0.6805310232588765
43,33.8039935956127,67.84369276140326,33.42198024961812,0.6993781154184043
44,33.9907509404611,70.90779035171931,33.54861146384199,0.7237588993774963
45,34.122022957469774,74.02773990291334,33.49128528690141,0.7408646340027757
46,34.19936328184056,77.23109758922058,33.52550768763149,0.754942594414108
47,34.251081738630816,80.60431289528823,33.4763963571251,0.7675584812159344
48,34.27773992289965,84.02012853896503,33.56225146690387,0.7806332883165306
49,34.263664179995345,87.67609818604933,33.48050261922635,0.7909912541592206
50,34.21747615097242,91.41011756278694,33.43751691047786,0.8021306050306481
51,34.169876005523534,95.35407326436479,33.489767138305545,0.8089504655771795
52,34.07448771274468,99.66933810286723,33.352774353303005,0.8104905427507173
53,33.97594585573058,104.20955162868742,33.26520768932891,0.8137381846436941
54,33.841200315413985,108.89254718028158,33.10006076529699,0.8104390646824072
55,33.670232836654,113.75259410282612,32.92340519510555,0.8029777366693231
56,33.51486572233864,118.76722526224253,32.83181884979827,0.7935470955260711
57,33.38097903392818,124.12451764674032,32.78763843292308,0.7783489409918714
58,33.27031499038365,129.61226328607518,32.79933197983628,0.7618737378368503
59,33.12760219851142,135.53706408796108,32.5028215096402,0.7420349256814806
60,33.000691878924286,141.36157051855946,32.587028114978025,0.7179810800303698
61,32.88003927242551,147.624764309869,32.47749092191774,0.6875719934540402
62,32.77780111855356,153.96675208356686,32.477338950562796,0.6503561478713193
63,32.69927879878791,160.41904246765907,32.41676958249536,0.6083995499418157
64,32.66773150532397,166.98487975054857,32.560694938256525,0.5665165610881564
65,32.63456995215309,173.85794247172777,32.40256404749315,0.5249581527855093
66,32.588565873622514,180.54222656950319,21.360625126101567,0.5261999391492088
67,32.541454190111814,176.16505372950755,21.360625126101567,0.5248312818343963
68,32.48049170778996,171.52549148981512,21.360625126101567,0.5258345726608685
69,32.41783922300735,166.88250552819053,21.360625126101567,0.5249984352955037
70,32.34678896557302,162.12579647867642,21.360625126101567,0.5241138249607402
71,32.25883703689556,157.12551840199043,21.360625126101567,0.5235867690870786
72,32.16620094621946,152.13186562617844,21.360625126101567,0.5224186694707973
73,32.05827989713335,146.96499187267733,21.360625126101567,0.5217425180165987
74,31.942879151742755,141.76570508643553,21.360625126101567,0.5196804196945074
75,31.810375169991026,136.4156293942503,21.360625126101567,0.5176238877697965
76,31.66343446817249,130.95403510029251,21.360625126101567,0.5137226470897854
77,31.502321985956918,125.41144410054319,21.360625126101567,0.5110401438994536
78,31.322353789894528,119.77794519899577,21.360625126101567,0.5062348571798089
79,31.126749762509828,114.11937422016544,21.360625126101567,0.5026546989039032
80,30.913556672461162,108.43646369827209,21.360625126101567,0.4944724828788548
81,30.67827319185906,102.72954891172877,21.360625126101567,0.4906257486351949
82,30.42813904762784,97.11436521641481,21.360625126101567,0.4808914618179876
83,30.153484190150035,91.52436510548819,21.360625126101567,0.4715196852445052
84,29.852265679348516,85.93159485509366,21.360625126101567,0.4629622142190309
85,29.5286150463444,80.39255087994682,21.360625126101567,0.45463371960281007
86,29.18419614441324,74.95500967619792,21.360625126101567,0.44705215891109246
87,28.821150152813725,69.7023968917443,21.360625126101567,0.44367380850814697
88,28.434815527493097,64.61909515024055,21.360625126101567,0.4402894157925718
89,28.028450715411434,59.72185934100203,21.360625126101567,0.4330217587399608
90,27.600700375960205,55.03023892251576,21.360625126101567,0.42469854702824
91,27.160377610840275,50.619891611866045,21.360625126101567,0.41489782154251675
92,26.704879121349304,46.48877909077053,21.360625126101567,0.40484250558641593
93,26.236989261991916,42.62907791922067,21.360625126101567,0.39138782883517514
94,25.774729092563298,39.09693661454474,21.360625126101567,0.37479930695817804
95,25.32301433669962,35.913755449909395,21.360625126101567,0.36007369784499416
96,24.891844763973186,33.04840660967547,21.360625126101567,0.3378214383178128
97,24.48445091928646,30.508851128141565,21.360625126101567,0.322594266777829
98,24.12890388674886,28.288831104384133,21.360625126101567,0.30133095352242356
99,23.84807525865529,26.335525391209003,21.360625126101567,0.3100412479156224
100,45.99162677792761,24.631001651826043,21.360625126101567,0.0
